mmsi,message_type,dt_insert_utc,longitude,latitude,imo,vessel_name,callsign,vessel_type,vessel_type_code,vessel_type_cargo,vessel_class,length,width,flag_country,flag_code,destination,eta,draught,sog,cog,rot,heading,nav_status,nav_status_code,source,dt_pos_utc,dt_static_utc,vessel_type_main,vessel_type_sub,eeid,source_filename,H3index_0,H3_int_index_0,H3_int_index_1,H3_int_index_2,H3_int_index_3,H3_int_index_4,H3_int_index_5,H3_int_index_6,H3_int_index_7,H3_int_index_8,H3_int_index_9,H3_int_index_10,H3_int_index_11,H3_int_index_12,H3_int_index_13,H3_int_index_14,H3_int_index_15
259050000,1,2023-02-01 05:24:28,30.757545,76.074835,9312107,KV HARSTAD,JWBR,Law Enforcement,55,,A,83.0,17.0,Norway,259,COASTGUARD PATROL,2460,6.0,9.4,90.8,0.0,88.0,Under Way Using Engine,0,S-AIS,2023-02-01 05:23:45,2023-01-31 02:24:04,Service Ship,Patrol Vessel,4761645918517774864,s3a://ungp-ais-data-historical-backup/exact-earth-data/prod/year=2023/month=02/day=01/20230201052612.csv.gz,8001fffffffffff,576495936675512319,580968749977305087,585470700337233919,589974093806174207,594477650483871743,598981249037500415,603484848127999999,607988447705038847,612492047321923583,616995646949031935,621499246576271359,626002846203637759,630506445831004671,635010045458374847,639513645085745311,644017244713115802
259050000,1,2023-02-01 05:01:53,30.52968833,76.07697833,9312107,KV HARSTAD,JWBR,Law Enforcement,55,,A,83.0,17.0,Norway,259,COASTGUARD PATROL,2460,6.0,9.1,94.3,0.0,89.0,Under Way Using Engine,0,S-AIS,2023-02-01 05:01:38,2023-01-31 02:24:04,Service Ship,Patrol Vessel,4761645918517774864,s3a://ungp-ais-data-historical-backup/exact-earth-data/prod/year=2023/month=02/day=01/20230201050213.csv.gz,8001fffffffffff,576495936675512319,580968749977305087,585470700337233919,589974093806174207,594477650483871743,598981249037500415,603484847725346815,607988447252054015,612492046866841599,616995646493949951,621499246121123839,626002845748486143,630506445375853055,635010045003223359,639513644630593807,644017244257964301
259050000,1,2023-02-01 05:15:28,30.66067167,76.07571667,9312107,KV HARSTAD,JWBR,Law Enforcement,55,,A,83.0,17.0,Norway,259,COASTGUARD PATROL,2460,6.0,8.7,92.2,0.0,88.0,Under Way Using Engine,0,S-AIS,2023-02-01 05:14:13,2023-01-31 02:24:04,Service Ship,Patrol Vessel,4761645918517774864,s3a://ungp-ais-data-historical-backup/exact-earth-data/prod/year=2023/month=02/day=01/20230201051613.csv.gz,8001fffffffffff,576495936675512319,580968749977305087,585470700337233919,589974093806174207,594477650483871743,598981249037500415,603484847725346815,607988447285608447,612492046902493183,616995646528815103,621499246155956223,626002845783318527,630506445410688511,635010045038058687,639513644665429151,644017244292799644
259050000,27,2023-02-01 05:30:08,30.81,76.075,9312107,KV HARSTAD,JWBR,Law Enforcement,55,,A,83.0,17.0,Norway,259,COASTGUARD PATROL,2460,6.0,9.0,92.0,0.0,0.0,Under Way Using Engine,0,S-AIS,2023-02-01 05:28:56,2023-01-31 02:24:04,Service Ship,Patrol Vessel,4761645918517774864,s3a://ungp-ais-data-historical-backup/exact-earth-data/prod/year=2023/month=02/day=01/20230201053013.csv.gz,8001fffffffffff,576495936675512319,580968749977305087,585470700337233919,589974093806174207,594477650483871743,598981249037500415,603484848127999999,607988447738593279,612492047363866623,616995646989402111,621499246616575999,626002846243917823,630506445871285759,635010045498655999,639513645126026455,644017244753396947
259050000,27,2023-02-01 04:54:02,30.445,76.07833333,9312107,KV HARSTAD,JWBR,Law Enforcement,55,,A,83.0,17.0,Norway,259,COASTGUARD PATROL,2460,6.0,8.0,94.0,0.0,0.0,Under Way Using Engine,0,S-AIS,2023-02-01 04:52:56,2023-01-31 02:24:04,Service Ship,Patrol Vessel,4761645918517774864,s3a://ungp-ais-data-historical-backup/exact-earth-data/prod/year=2023/month=02/day=01/20230201045413.csv.gz,8001fffffffffff,576495936675512319,580968749977305087,585470700337233919,589974093806174207,594477650483871743,598981249037500415,603484848396435455,607988447939919871,612492047554707455,616995647181029375,621499246808268799,626002846435610623,630506446062980607,635010045690350975,639513645317721423,644017244945091684
259050000,27,2023-02-01 05:24:03,30.74833333,76.075,9312107,KV HARSTAD,JWBR,Law Enforcement,55,,A,83.0,17.0,Norway,259,COASTGUARD PATROL,2460,6.0,9.0,93.0,0.0,0.0,Under Way Using Engine,0,S-AIS,2023-02-01 05:22:57,2023-01-31 02:24:04,Service Ship,Patrol Vessel,4761645918517774864,s3a://ungp-ais-data-historical-backup/exact-earth-data/prod/year=2023/month=02/day=01/20230201052413.csv.gz,8001fffffffffff,576495936675512319,580968749977305087,585470700337233919,589974093806174207,594477650483871743,598981249037500415,603484848127999999,607988447705038847,612492047321923583,616995646949031935,621499246576336895,626002846203691007,630506445831058431,635010045458428799,639513645085799279,644017244713169770
259050000,1,2023-02-01 06:01:46,31.14172,76.06745333,9312107,KV HARSTAD,JWBR,Law Enforcement,55,,A,83.0,17.0,Norway,259,COASTGUARD PATROL,2460,6.0,9.1,93.5,0.0,90.0,Under Way Using Engine,0,S-AIS,2023-02-01 06:01:14,2023-01-31 02:24:04,Service Ship,Patrol Vessel,4761645918517774864,s3a://ungp-ais-data-historical-backup/exact-earth-data/prod/year=2023/month=02/day=01/20230201060213.csv.gz,8001fffffffffff,576495936675512319,580968749977305087,585470700337233919,589974231245127679,594477805102694399,598981402582581247,603485001270427647,607988600864243711,612492200489517055,616995800115576831,621499399742849023,626002999370199039,630506598997568511,635010198624938111,639513798252308559,644017397879679051
259050000,1,2023-02-01 05:56:56,31.09472,76.06846,9312107,KV HARSTAD,JWBR,Law Enforcement,55,,A,83.0,17.0,Norway,259,COASTGUARD PATROL,2460,6.0,8.9,94.6,0.0,92.0,Under Way Using Engine,0,S-AIS,2023-02-01 05:56:37,2023-01-31 02:24:04,Service Ship,Patrol Vessel,4761645918517774864,s3a://ungp-ais-data-historical-backup/exact-earth-data/prod/year=2023/month=02/day=01/20230201055813.csv.gz,8001fffffffffff,576495936675512319,580968749977305087,585470700337233919,589974231245127679,594477805102694399,598981402582581247,603485001270427647,607988600864243711,612492200485322751,616995800110858239,621499399738130431,626002999365472255,630506598992839679,635010198620210111,639513798247580559,644017397874951048
259050000,27,2023-02-01 05:51:13,31.02833333,76.07,9312107,KV HARSTAD,JWBR,Law Enforcement,55,,A,83.0,17.0,Norway,259,COASTGUARD PATROL,2460,6.0,9.0,99.0,0.0,0.0,Under Way Using Engine,0,S-AIS,2023-02-01 05:49:55,2023-01-31 02:24:04,Service Ship,Patrol Vessel,4761645918517774864,s3a://ungp-ais-data-historical-backup/exact-earth-data/prod/year=2023/month=02/day=01/20230201055213.csv.gz,8001fffffffffff,576495936675512319,580968749977305087,585470700337233919,589974231245127679,594477805102694399,598981402582581247,603485001941516287,607988601552109567,612492201164799999,616995800791384063,621499400418623487,626003000045985791,630506599673352703,635010199300722943,639513798928093391,644017398555463915
259050000,27,2023-02-01 05:48:05,30.99833333,76.07166667,9312107,KV HARSTAD,JWBR,Law Enforcement,55,,A,83.0,17.0,Norway,259,COASTGUARD PATROL,2460,6.0,8.0,97.0,0.0,0.0,Under Way Using Engine,0,S-AIS,2023-02-01 05:46:56,2023-01-31 02:24:04,Service Ship,Patrol Vessel,4761645918517774864,s3a://ungp-ais-data-historical-backup/exact-earth-data/prod/year=2023/month=02/day=01/20230201054812.csv.gz,8001fffffffffff,576495936675512319,580968749977305087,585470700337233919,589974231245127679,594477805102694399,598981402582581247,603485001941516287,607988601552109567,612492201175285759,616995800800821247,621499400429109247,626003000055517183,630506599682886143,635010199310256511,639513798937626999,644017398564997446
259050000,1,2023-02-01 02:26:53,28.95482,76.09664667,9312107,KV HARSTAD,JWBR,Law Enforcement,55,,A,83.0,17.0,Norway,259,COASTGUARD PATROL,2460,6.0,9.3,92.9,0.0,89.0,Under Way Using Engine,0,S-AIS,2023-02-01 02:26:08,2023-01-31 02:24:04,Service Ship,Patrol Vessel,4761645918517774864,s3a://ungp-ais-data-historical-backup/exact-earth-data/prod/year=2023/month=02/day=01/20230201022813.csv.gz,8001fffffffffff,576495936675512319,580986342163349503,585470700337233919,589974093806174207,594477633304002559,598981231857631231,603484830545477631,607988430122516479,612492029741498367,616995629368082431,621499228995223551,626002828622565375,630506428249953791,635010027877323967,639513627504694455,644017227132064944
259050000,27,2023-02-01 02:35:24,29.04666667,76.095,9312107,KV HARSTAD,JWBR,Law Enforcement,55,,A,83.0,17.0,Norway,259,COASTGUARD PATROL,2460,6.0,8.0,92.0,0.0,0.0,Under Way Using Engine,0,S-AIS,2023-02-01 02:35:05,2023-01-31 02:24:04,Service Ship,Patrol Vessel,4761645918517774864,s3a://ungp-ais-data-historical-backup/exact-earth-data/prod/year=2023/month=02/day=01/20230201023613.csv.gz,8001fffffffffff,576495936675512319,580986342163349503,585470700337233919,589974093806174207,594477633304002559,598981231857631231,603484830545477631,607988430156070911,612492029772955647,616995629399801855,621499229027074047,626002828654424063,630506428281791999,635010027909162111,639513627536532575,644017227163903070
259050000,27,2023-02-01 02:42:05,29.105,76.095,9312107,KV HARSTAD,JWBR,Law Enforcement,55,,A,83.0,17.0,Norway,259,COASTGUARD PATROL,2460,6.0,9.0,93.0,0.0,0.0,Under Way Using Engine,0,S-AIS,2023-02-01 02:40:57,2023-01-31 02:24:04,Service Ship,Patrol Vessel,4761645918517774864,s3a://ungp-ais-data-historical-backup/exact-earth-data/prod/year=2023/month=02/day=01/20230201024212.csv.gz,8001fffffffffff,576495936675512319,580986342163349503,585470700337233919,589974093806174207,594477633304002559,598981231857631231,603484830813913087,607988430407729151,612492030028808191,616995629654867967,621499229282205695,626002828909551615,630506428536920575,635010028164228287,639513627791598743,644017227418969234
259050000,27,2023-02-01 02:53:41,29.22833333,76.09166667,9312107,KV HARSTAD,JWBR,Law Enforcement,55,,A,83.0,17.0,Norway,259,COASTGUARD PATROL,2460,6.0,9.0,93.0,0.0,0.0,Under Way Using Engine,0,S-AIS,2023-02-01 02:53:04,2023-01-31 02:24:04,Service Ship,Patrol Vessel,4761645918517774864,s3a://ungp-ais-data-historical-backup/exact-earth-data/prod/year=2023/month=02/day=01/20230201025413.csv.gz,8001fffffffffff,576495936675512319,580986342163349503,585470700337233919,589974093806174207,594477633304002559,598981231857631231,603484830813913087,607988430424506367,612492030047682559,616995629673218047,621499229300457471,626002828927819775,630506428555187711,635010028182557887,639513627809928439,644017227437298934
259050000,27,2023-02-01 02:08:15,28.77,76.09833333,9312107,KV HARSTAD,JWBR,Law Enforcement,55,,A,83.0,17.0,Norway,259,COASTGUARD PATROL,2460,6.0,8.0,93.0,0.0,0.0,Under Way Using Engine,0,S-AIS,2023-02-01 02:07:57,2023-01-31 02:24:04,Service Ship,Patrol Vessel,4761645918517774864,s3a://ungp-ais-data-historical-backup/exact-earth-data/prod/year=2023/month=02/day=01/20230201021009.csv.gz,8001fffffffffff,576495936675512319,580986342163349503,585470700337233919,589974093806174207,594477633304002559,598981231857631231,603484831216566271,607988430827159551,612492030448238591,616995630073774079,621499229701046271,626002829328400383,630506428955815423,635010028583138175,639513628210556087,644017227837926582
259050000,27,2023-02-01 02:44:24,29.13666667,76.09333333,9312107,KV HARSTAD,JWBR,Law Enforcement,55,,A,83.0,17.0,Norway,259,COASTGUARD PATROL,2460,6.0,9.0,91.0,0.0,0.0,Under Way Using Engine,0,S-AIS,2023-02-01 02:44:03,2023-01-31 02:24:04,Service Ship,Patrol Vessel,4761645918517774864,s3a://ungp-ais-data-historical-backup/exact-earth-data/prod/year=2023/month=02/day=01/20230201024612.csv.gz,8001fffffffffff,576495936675512319,580986342163349503,585470700337233919,589974093806174207,594477633304002559,598981231857631231,603484830813913087,607988430407729151,612492030033002495,616995629660110847,621499229286334463,626002828914696191,630506428541069823,635010028168440127,639513627795810583,644017227423181076
259050000,27,2023-02-01 02:18:03,28.86166667,76.09833333,9312107,KV HARSTAD,JWBR,Law Enforcement,55,,A,83.0,17.0,Norway,259,COASTGUARD PATROL,2460,6.0,9.0,93.0,0.0,0.0,Under Way Using Engine,0,S-AIS,2023-02-01 02:16:54,2023-01-31 02:24:04,Service Ship,Patrol Vessel,4761645918517774864,s3a://ungp-ais-data-historical-backup/exact-earth-data/prod/year=2023/month=02/day=01/20230201021813.csv.gz,8001fffffffffff,576495936675512319,580986342163349503,585470700337233919,589974093806174207,594477633304002559,598981231857631231,603484830545477631,607988430642610175,612492030261592063,616995629887389695,621499229514563583,626002829141921791,630506428769288703,635010028396659135,639513628024029239,644017227651399734
259050000,27,2023-02-01 03:57:01,29.86666667,76.08833333,9312107,KV HARSTAD,JWBR,Law Enforcement,55,,A,83.0,17.0,Norway,259,COASTGUARD PATROL,2460,6.0,9.0,91.0,0.0,0.0,Under Way Using Engine,0,S-AIS,2023-02-01 03:55:54,2023-01-31 02:24:04,Service Ship,Patrol Vessel,4761645918517774864,s3a://ungp-ais-data-historical-backup/exact-earth-data/prod/year=2023/month=02/day=01/20230201035812.csv.gz,8001fffffffffff,576495936675512319,580986342163349503,585470700337233919,589974093806174207,594477650483871743,598981246890016767,603484845712080895,607988445222010879,612492044864061439,616995644463644671,621499244090949631,626002843718295551,630506443345665535,635010042973035647,639513642600406119,644017242227776614
259050000,1,2023-02-01 03:48:27,29.77791167,76.088665,9312107,KV HARSTAD,JWBR,Law Enforcement,55,,A,83.0,17.0,Norway,259,COASTGUARD PATROL,2460,6.0,9.0,90.3,0.0,90.0,Under Way Using Engine,0,S-AIS,2023-02-01 03:47:18,2023-01-31 02:24:04,Service Ship,Patrol Vessel,4761645918517774864,s3a://ungp-ais-data-historical-backup/exact-earth-data/prod/year=2023/month=02/day=01/20230201035013.csv.gz,8001fffffffffff,576495936675512319,580986342163349503,585470700337233919,589974093806174207,594477650483871743,598981247963758591,603484847456911359,607988447000395775,612492046617280511,616995646243864575,621499245871136767,626002845498482687,630506445125850623,635010044753220927,639513644380591391,644017244007961885
259050000,1,2023-02-01 03:21:18,29.50772833,76.09009333,9312107,KV HARSTAD,JWBR,Law Enforcement,55,,A,83.0,17.0,Norway,259,COASTGUARD PATROL,2460,6.0,9.2,95.4,0.0,90.0,Under Way Using Engine,0,S-AIS,2023-02-01 03:20:41,2023-01-31 02:24:04,Service Ship,Patrol Vessel,4761645918517774864,s3a://ungp-ais-data-historical-backup/exact-earth-data/prod/year=2023/month=02/day=01/20230201032213.csv.gz,8001fffffffffff,576495936675512319,580986342163349503,585470700337233919,589974093806174207,594477650483871743,598981247963758591,603484847188475903,607988446799069183,612492046418051071,616995646043848703,621499245671055359,626002845298397183,630506444925766655,635010044553137023,639513644180507487,644017243807877981
259050000,27,2023-02-01 03:17:11,29.47166667,76.09,9312107,KV HARSTAD,JWBR,Law Enforcement,55,,A,83.0,17.0,Norway,259,COASTGUARD PATROL,2460,6.0,9.0,92.0,0.0,0.0,Under Way Using Engine,0,S-AIS,2023-02-01 03:16:58,2023-01-31 02:24:04,Service Ship,Patrol Vessel,4761645918517774864,s3a://ungp-ais-data-historical-backup/exact-earth-data/prod/year=2023/month=02/day=01/20230201031814.csv.gz,8001fffffffffff,576495936675512319,580986342163349503,585470700337233919,589974093806174207,594477650483871743,598981247963758591,603484847188475903,607988446799069183,612492046413856767,616995646039654399,621499245666992127,626002845294350335,630506444921719807,635010044549088063,639513644176458535,644017243803829028
259050000,27,2023-02-01 03:35:14,29.65333333,76.08833333,9312107,KV HARSTAD,JWBR,Law Enforcement,55,,A,83.0,17.0,Norway,259,COASTGUARD PATROL,2460,6.0,9.0,91.0,0.0,0.0,Under Way Using Engine,0,S-AIS,2023-02-01 03:35:00,2023-01-31 02:24:04,Service Ship,Patrol Vessel,4761645918517774864,s3a://ungp-ais-data-historical-backup/exact-earth-data/prod/year=2023/month=02/day=01/20230201033612.csv.gz,8001fffffffffff,576495936675512319,580986342163349503,585470700337233919,589974093806174207,594477650483871743,598981247963758591,603484847456911359,607988446966841343,612492046579531775,616995646206377983,621499245833715711,626002845461061631,630506445088431103,635010044715801343,639513644343171791,644017243970542281
259050000,27,2023-02-01 03:02:37,29.32,76.09166667,9312107,KV HARSTAD,JWBR,Law Enforcement,55,,A,83.0,17.0,Norway,259,COASTGUARD PATROL,2460,6.0,9.0,90.0,0.0,0.0,Under Way Using Engine,0,S-AIS,2023-02-01 03:02:04,2023-01-31 02:24:04,Service Ship,Patrol Vessel,4761645918517774864,s3a://ungp-ais-data-historical-backup/exact-earth-data/prod/year=2023/month=02/day=01/20230201030413.csv.gz,8001fffffffffff,576495936675512319,580986342163349503,585470700337233919,589974093806174207,594477650483871743,598981247963758591,603484847188475903,607988446782291967,612492046405468159,616995646032576511,621499245659848703,626002845287198719,630506444914567679,635010044541937919,639513644169308375,644017243796678868
259050000,27,2023-02-01 03:26:15,29.56166667,76.09,9312107,KV HARSTAD,JWBR,Law Enforcement,55,,A,83.0,17.0,Norway,259,COASTGUARD PATROL,2460,6.0,8.0,91.0,0.0,0.0,Under Way Using Engine,0,S-AIS,2023-02-01 03:25:59,2023-01-31 02:24:04,Service Ship,Patrol Vessel,4761645918517774864,s3a://ungp-ais-data-historical-backup/exact-earth-data/prod/year=2023/month=02/day=01/20230201032814.csv.gz,8001fffffffffff,576495936675512319,580986342163349503,585470700337233919,589974093806174207,594477650483871743,598981247963758591,603484847456911359,607988447050727423,612492046665515007,616995646292099071,621499245919240191,626002845546582015,630506445173950975,635010044801321407,639513644428691863,644017244056062352
259050000,27,2023-02-01 04:35:24,30.26333333,76.08166667,9312107,KV HARSTAD,JWBR,Law Enforcement,55,,A,83.0,17.0,Norway,259,COASTGUARD PATROL,2460,6.0,9.0,94.0,0.0,0.0,Under Way Using Engine,0,S-AIS,2023-02-01 04:35:04,2023-01-31 02:24:04,Service Ship,Patrol Vessel,4761645918517774864,s3a://ungp-ais-data-historical-backup/exact-earth-data/prod/year=2023/month=02/day=01/20230201043612.csv.gz,8001fffffffffff,576495936675512319,580986342163349503,585470700337233919,589974093806174207,594477650483871743,598981249037500415,603484848396435455,607988447923142655,612492047546318847,616995647173165055,621499246800404479,626002846427754495,630506446055121919,635010045682494207,639513645309864671,644017244937235161
259050000,1,2023-02-01 18:07:37,31.08675667,75.14829833,9312107,KV HARSTAD,JWBR,Law Enforcement,55,,A,83.0,17.0,Norway,259,COASTGUARD PATROL,2460,6.0,11.8,205.2,0.0,202.0,Under Way Using Engine,0,S-AIS,2023-02-01 18:07:20,2023-02-01 07:03:39,Service Ship,Patrol Vessel,4761645918517774864,s3a://ungp-ais-data-historical-backup/exact-earth-data/prod/year=2023/month=02/day=01/20230201180813.csv.gz,8001fffffffffff,576495936675512319,580986342163349503,585487742767464447,589990930077974527,594494503935541247,598998098194202623,603501697418919935,608005296928849919,612508896547831807,617012496173629439,621516095800934399,626019695428292607,630523295055662591,635026894683032703,639530494310403167,644034093937773659
259050000,27,2023-02-01 18:03:12,31.115,75.16333333,9312107,KV HARSTAD,JWBR,Law Enforcement,55,,A,83.0,17.0,Norway,259,COASTGUARD PATROL,2460,6.0,12.0,203.0,0.0,0.0,Under Way Using Engine,0,S-AIS,2023-02-01 18:01:57,2023-02-01 07:03:39,Service Ship,Patrol Vessel,4761645918517774864,s3a://ungp-ais-data-historical-backup/exact-earth-data/prod/year=2023/month=02/day=01/20230201180413.csv.gz,8001fffffffffff,576495936675512319,580986342163349503,585487742767464447,589990930077974527,594494503935541247,598998098194202623,603501697418919935,608005296979181567,612508896598163455,617012496224747519,621516095852052479,626019695479406591,630523295106774015,635026894734144319,639530494361514775,644034093988885267
259050000,27,2023-02-01 18:05:26,31.09833333,75.155,9312107,KV HARSTAD,JWBR,Law Enforcement,55,,A,83.0,17.0,Norway,259,COASTGUARD PATROL,2460,6.0,12.0,206.0,0.0,0.0,Under Way Using Engine,0,S-AIS,2023-02-01 18:05:06,2023-02-01 07:03:39,Service Ship,Patrol Vessel,4761645918517774864,s3a://ungp-ais-data-historical-backup/exact-earth-data/prod/year=2023/month=02/day=01/20230201180613.csv.gz,8001fffffffffff,576495936675512319,580986342163349503,585487742767464447,589990930077974527,594494503935541247,598998098194202623,603501697418919935,608005296979181567,612508896600260607,617012496226320383,621516095853494271,626019695480844287,630523295108214271,635026894735584447,639530494362954911,644034093990325400
259050000,3,2023-02-01 18:25:34,30.99645167,75.09681333,9312107,KV HARSTAD,JWBR,Law Enforcement,55,,A,83.0,17.0,Norway,259,COASTGUARD PATROL,2460,6.0,11.6,205.1,0.0,201.0,Under Way Using Engine,0,S-AIS,2023-02-01 18:25:12,2023-02-01 07:03:39,Service Ship,Patrol Vessel,4761645918517774864,s3a://ungp-ais-data-historical-backup/exact-earth-data/prod/year=2023/month=02/day=01/20230201182613.csv.gz,8001fffffffffff,576495936675512319,580986342163349503,585487742767464447,589990930077974527,594494503935541247,598998102489169919,603501701311234047,608005300821164031,612508900438048767,617012500065157119,621516099691380735,626019699318738943,630523298946108927,635026898573479167,639530498200849655,644034097828220144
259050000,27,2023-02-01 18:51:36,30.865,75.025,9312107,KV HARSTAD,JWBR,Law Enforcement,55,,A,83.0,17.0,Norway,259,COASTGUARD PATROL,2460,6.0,12.0,206.0,0.0,0.0,Under Way Using Engine,0,S-AIS,2023-02-01 18:49:55,2023-02-01 07:03:39,Service Ship,Patrol Vessel,4761645918517774864,s3a://ungp-ais-data-historical-backup/exact-earth-data/prod/year=2023/month=02/day=01/20230201185213.csv.gz,8001fffffffffff,576495936675512319,580986342163349503,585487742767464447,589990930077974527,594494503935541247,598998102489169919,603501701713887231,608005301240594431,612508900853284863,617012500479082495,621516100106289151,626019699733639167,630523299361006591,635026898988376191,639530498615746639,644034098243117128
